TableName,LineNumber,ParentLineNumber,Tier,Path,LineDescription,SeriesCode,DatasetName,MetaDataUpdated,NextReleaseDate,ReleaseDate,RowNumber,TableID
Table 1.1.5. Gross Domestic Product,20,19,3,1.15.19.20,Goods,A255RC,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,200,T10105
Table 1.1.5. Gross Domestic Product,21,19,3,1.15.19.21,Services,B656RC,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,210,T10105
Table 1.1.5. Gross Domestic Product,22,1,1,1.22,Government consumption expenditures and gross investment,A822RC,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,220,T10105
Table 1.1.5. Gross Domestic Product,23,22,2,1.22.23,Federal,A823RC,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,230,T10105
Table 1.1.5. Gross Domestic Product,24,23,3,1.22.23.24,National defense,A824RC,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,240,T10105
Table 1.1.5. Gross Domestic Product,25,23,3,1.22.23.25,Nondefense,A825RC,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,250,T10105
Table 1.1.5. Gross Domestic Product,26,22,2,1.22.26,State and local,A829RC,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,260,T10105
"Table 1.1.6. Real Gross Domestic Product, Chained Dollars",1,,0,1,Gross domestic product,A191RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,10,T10106
"Table 1.1.6. Real Gross Domestic Product, Chained Dollars",2,,0,2,Personal consumption expenditures,DPCERX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,20,T10106
"Table 1.1.6. Real Gross Domestic Product, Chained Dollars",3,,0,3,Goods,DGDSRX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,30,T10106
"Table 1.1.6. Real Gross Domestic Product, Chained Dollars",4,,0,4,Durable goods,DDURRX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,40,T10106
"Table 1.1.6. Real Gross Domestic Product, Chained Dollars",5,,0,5,Nondurable goods,DNDGRX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,50,T10106
"Table 1.1.6. Real Gross Domestic Product, Chained Dollars",6,,0,6,Services,DSERRX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,60,T10106
"Table 1.1.6. Real Gross Domestic Product, Chained Dollars",7,,0,7,Gross private domestic investment,A006RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,70,T10106
"Table 1.1.6. Real Gross Domestic Product, Chained Dollars",8,,0,8,Fixed investment,A007RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,80,T10106
"Table 1.1.6. Real Gross Domestic Product, Chained Dollars",9,,0,9,Nonresidential,A008RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,90,T10106
"Table 1.1.6. Real Gross Domestic Product, Chained Dollars",10,,0,10,Structures,B009RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,100,T10106
"Table 1.1.6. Real Gross Domestic Product, Chained Dollars",11,,0,11,Equipment,Y033RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,110,T10106
"Table 1.1.6. Real Gross Domestic Product, Chained Dollars",12,,0,12,Intellectual property products,Y001RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,120,T10106
"Table 1.1.6. Real Gross Domestic Product, Chained Dollars",13,,0,13,Residential,A011RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,130,T10106
"Table 1.1.6. Real Gross Domestic Product, Chained Dollars",14,,0,14,Change in private inventories,A014RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,140,T10106
"Table 1.1.6. Real Gross Domestic Product, Chained Dollars",15,,0,15,Net exports of goods and services,A019RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,150,T10106
"Table 1.1.6. Real Gross Domestic Product, Chained Dollars",16,,0,16,Exports,A020RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,160,T10106
"Table 1.1.6. Real Gross Domestic Product, Chained Dollars",17,,0,17,Goods,A253RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,170,T10106
"Table 1.1.6. Real Gross Domestic Product, Chained Dollars",18,,0,18,Services,A646RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,180,T10106
"Table 1.1.6. Real Gross Domestic Product, Chained Dollars",19,,0,19,Imports,A021RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,190,T10106
"Table 1.1.6. Real Gross Domestic Product, Chained Dollars",20,,0,20,Goods,A255RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,200,T10106
"Table 1.1.6. Real Gross Domestic Product, Chained Dollars",21,,0,21,Services,B656RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,210,T10106
"Table 1.1.6. Real Gross Domestic Product, Chained Dollars",22,,0,22,Government consumption expenditures and gross investment,A822RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,220,T10106
"Table 1.1.6. Real Gross Domestic Product, Chained Dollars",23,,0,23,Federal,A823RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,230,T10106
"Table 1.1.6. Real Gross Domestic Product, Chained Dollars",24,,0,24,National defense,A824RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,240,T10106
"Table 1.1.6. Real Gross Domestic Product, Chained Dollars",25,,0,25,Nondefense,A825RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,250,T10106
"Table 1.1.6. Real Gross Domestic Product, Chained Dollars",26,,0,26,State and local,A829RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,260,T10106
"Table 1.1.6. Real Gross Domestic Product, Chained Dollars",27,,0,27,Residual,A960RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,270,T10106
Table 1.1.7. Percent Change From Preceding Period in Prices for Gross Domestic Product,1,,0,1,Gross domestic product,A191RV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,10,T10107
Table 1.1.7. Percent Change From Preceding Period in Prices for Gross Domestic Product,2,,0,2,Personal consumption expenditures,DPCERV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,20,T10107
Table 1.1.7. Percent Change From Preceding Period in Prices for Gross Domestic Product,3,,0,3,Goods,DGDSRV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,30,T10107
Table 1.1.7. Percent Change From Preceding Period in Prices for Gross Domestic Product,4,,0,4,Durable goods,DDURRV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,40,T10107
Table 1.1.7. Percent Change From Preceding Period in Prices for Gross Domestic Product,5,,0,5,Nondurable goods,DNDGRV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,50,T10107
Table 1.1.7. Percent Change From Preceding Period in Prices for Gross Domestic Product,6,,0,6,Services,DSERRV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,60,T10107
Table 1.1.7. Percent Change From Preceding Period in Prices for Gross Domestic Product,7,,0,7,Gross private domestic investment,A006RV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,70,T10107
Table 1.1.7. Percent Change From Preceding Period in Prices for Gross Domestic Product,8,,0,8,Fixed investment,A007RV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,80,T10107
Table 1.1.7. Percent Change From Preceding Period in Prices for Gross Domestic Product,9,,0,9,Nonresidential,A008RV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,90,T10107
Table 1.1.7. Percent Change From Preceding Period in Prices for Gross Domestic Product,10,,0,10,Structures,A009RV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,100,T10107
Table 1.1.7. Percent Change From Preceding Period in Prices for Gross Domestic Product,11,,0,11,Equipment,Y033RV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,110,T10107
Table 1.1.7. Percent Change From Preceding Period in Prices for Gross Domestic Product,12,,0,12,Intellectual property products,Y001RV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,120,T10107
Table 1.1.7. Percent Change From Preceding Period in Prices for Gross Domestic Product,13,,0,13,Residential,A011RV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,130,T10107
Table 1.1.7. Percent Change From Preceding Period in Prices for Gross Domestic Product,14,,0,14,Change in private inventories,ZZZZZZ,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,140,T10107
Table 1.1.7. Percent Change From Preceding Period in Prices for Gross Domestic Product,15,,0,15,Net exports of goods and services,ZZZZZZ,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,150,T10107
Table 1.1.7. Percent Change From Preceding Period in Prices for Gross Domestic Product,16,,0,16,Exports,A020RV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,160,T10107
Table 1.1.7. Percent Change From Preceding Period in Prices for Gross Domestic Product,17,,0,17,Goods,A253RV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,170,T10107
Table 1.1.7. Percent Change From Preceding Period in Prices for Gross Domestic Product,18,,0,18,Services,A646RV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,180,T10107
Table 1.1.7. Percent Change From Preceding Period in Prices for Gross Domestic Product,19,,0,19,Imports,A021RV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,190,T10107
Table 1.1.7. Percent Change From Preceding Period in Prices for Gross Domestic Product,20,,0,20,Goods,A255RV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,200,T10107
Table 1.1.7. Percent Change From Preceding Period in Prices for Gross Domestic Product,21,,0,21,Services,A656RV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,210,T10107
Table 1.1.7. Percent Change From Preceding Period in Prices for Gross Domestic Product,22,,0,22,Government consumption expenditures and gross investment,A822RV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,220,T10107
Table 1.1.7. Percent Change From Preceding Period in Prices for Gross Domestic Product,23,,0,23,Federal,A823RV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,230,T10107
Table 1.1.7. Percent Change From Preceding Period in Prices for Gross Domestic Product,24,,0,24,National defense,A824RV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,240,T10107
Table 1.1.7. Percent Change From Preceding Period in Prices for Gross Domestic Product,25,,0,25,Nondefense,A825RV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,250,T10107
Table 1.1.7. Percent Change From Preceding Period in Prices for Gross Domestic Product,26,,0,26,State and local,A829RV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,260,T10107
Table 1.1.7. Percent Change From Preceding Period in Prices for Gross Domestic Product,27,,0,27,Gross national product,A001RV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,280,T10107
Table 1.1.7. Percent Change From Preceding Period in Prices for Gross Domestic Product,28,,0,28,Gross domestic product,A191RI,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,300,T10107
Table 1.1.7. Percent Change From Preceding Period in Prices for Gross Domestic Product,29,,0,29,Gross national product,A001RI,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,310,T10107
Table 1.1.8. Contributions to Percent Change in the Gross Domestic Product Price Index,1,,0,1,Gross domestic product,A191RV,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,20,T10108
Table 1.1.8. Contributions to Percent Change in the Gross Domestic Product Price Index,2,,0,2,Personal consumption expenditures,DPCERJ,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,40,T10108
Table 1.1.8. Contributions to Percent Change in the Gross Domestic Product Price Index,3,,0,3,Goods,DGDSRJ,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,50,T10108
Table 1.1.8. Contributions to Percent Change in the Gross Domestic Product Price Index,4,,0,4,Durable goods,DDURRJ,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,60,T10108
Table 1.1.8. Contributions to Percent Change in the Gross Domestic Product Price Index,5,,0,5,Nondurable goods,DNDGRJ,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,70,T10108
Table 1.1.8. Contributions to Percent Change in the Gross Domestic Product Price Index,6,,0,6,Services,DSERRJ,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,80,T10108
Table 1.1.8. Contributions to Percent Change in the Gross Domestic Product Price Index,7,,0,7,Gross private domestic investment,A006RJ,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,90,T10108
Table 1.1.8. Contributions to Percent Change in the Gross Domestic Product Price Index,8,,0,8,Fixed investment,A007RJ,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,100,T10108
Table 1.1.8. Contributions to Percent Change in the Gross Domestic Product Price Index,9,,0,9,Nonresidential,A008RJ,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,110,T10108
Table 1.1.8. Contributions to Percent Change in the Gross Domestic Product Price Index,10,,0,10,Structures,B009RJ,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,120,T10108
Table 1.1.8. Contributions to Percent Change in the Gross Domestic Product Price Index,11,,0,11,Equipment,Y033RJ,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,130,T10108
Table 1.1.8. Contributions to Percent Change in the Gross Domestic Product Price Index,12,,0,12,Intellectual property products,Y001RJ,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,140,T10108
Table 1.1.8. Contributions to Percent Change in the Gross Domestic Product Price Index,13,,0,13,Residential,A011RJ,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,150,T10108
Table 1.1.8. Contributions to Percent Change in the Gross Domestic Product Price Index,14,,0,14,Change in private inventories,A014RJ,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,160,T10108
Table 1.1.8. Contributions to Percent Change in the Gross Domestic Product Price Index,15,,0,15,Net exports of goods and services,A019RJ,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,170,T10108
Table 1.1.8. Contributions to Percent Change in the Gross Domestic Product Price Index,16,,0,16,Exports,A020RJ,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,180,T10108
Table 1.1.8. Contributions to Percent Change in the Gross Domestic Product Price Index,17,,0,17,Goods,A253RJ,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,190,T10108
Table 1.1.8. Contributions to Percent Change in the Gross Domestic Product Price Index,18,,0,18,Services,A646RJ,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,200,T10108
Table 1.1.8. Contributions to Percent Change in the Gross Domestic Product Price Index,19,,0,19,Imports,A021RJ,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,210,T10108
Table 1.1.8. Contributions to Percent Change in the Gross Domestic Product Price Index,20,,0,20,Goods,A255RJ,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,220,T10108
Table 1.1.8. Contributions to Percent Change in the Gross Domestic Product Price Index,21,,0,21,Services,B656RJ,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,230,T10108
Table 1.1.8. Contributions to Percent Change in the Gross Domestic Product Price Index,22,,0,22,Government consumption expenditures and gross investment,A822RJ,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,240,T10108
Table 1.1.8. Contributions to Percent Change in the Gross Domestic Product Price Index,23,,0,23,Federal,A823RJ,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,250,T10108
Table 1.1.8. Contributions to Percent Change in the Gross Domestic Product Price Index,24,,0,24,National defense,A824RJ,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,260,T10108
Table 1.1.8. Contributions to Percent Change in the Gross Domestic Product Price Index,25,,0,25,Nondefense,A825RJ,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,270,T10108
Table 1.1.8. Contributions to Percent Change in the Gross Domestic Product Price Index,26,,0,26,State and local,A829RJ,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,280,T10108
Table 1.1.9. Implicit Price Deflators for Gross Domestic Product,1,,0,1,Gross domestic product,A191RD,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,10,T10109
Table 1.1.9. Implicit Price Deflators for Gross Domestic Product,2,,0,2,Personal consumption expenditures,DPCERD,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,20,T10109
Table 1.1.9. Implicit Price Deflators for Gross Domestic Product,3,,0,3,Goods,DGDSRD,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,30,T10109
Table 1.1.9. Implicit Price Deflators for Gross Domestic Product,4,,0,4,Durable goods,DDURRD,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,40,T10109
Table 1.1.9. Implicit Price Deflators for Gross Domestic Product,5,,0,5,Nondurable goods,DNDGRD,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,50,T10109
Table 1.1.9. Implicit Price Deflators for Gross Domestic Product,6,,0,6,Services,DSERRD,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,60,T10109
Table 1.1.9. Implicit Price Deflators for Gross Domestic Product,7,,0,7,Gross private domestic investment,A006RD,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,70,T10109
Table 1.1.9. Implicit Price Deflators for Gross Domestic Product,8,,0,8,Fixed investment,A007RD,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,80,T10109
Table 1.1.9. Implicit Price Deflators for Gross Domestic Product,9,,0,9,Nonresidential,A008RD,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,90,T10109
Table 1.1.9. Implicit Price Deflators for Gross Domestic Product,10,,0,10,Structures,A009RD,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,100,T10109
Table 1.1.9. Implicit Price Deflators for Gross Domestic Product,11,,0,11,Equipment,Y033RD,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,110,T10109
Table 1.1.9. Implicit Price Deflators for Gross Domestic Product,12,,0,12,Intellectual property products,Y001RD,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,120,T10109
Table 1.1.9. Implicit Price Deflators for Gross Domestic Product,13,,0,13,Residential,A011RD,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,130,T10109
Table 1.1.9. Implicit Price Deflators for Gross Domestic Product,14,,0,14,Change in private inventories,ZZZZZZ,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,140,T10109
Table 1.1.9. Implicit Price Deflators for Gross Domestic Product,15,,0,15,Net exports of goods and services,ZZZZZZ,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,150,T10109
Table 1.1.9. Implicit Price Deflators for Gross Domestic Product,16,,0,16,Exports,A020RD,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,160,T10109
Table 1.1.9. Implicit Price Deflators for Gross Domestic Product,17,,0,17,Goods,A253RD,NIUnderlyingDetail,2019-03-06T10:13:32.840,Mar 28 2019  8:30AM,Feb 28 2019  8:30AM,170,T10109
